year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches,latitude,longitude
2020,1,Minneapolis,5.7,26,15%,38,98%,98,$319,100,3.5,47,1.7,65,4.1,73,2.3,100,2.9,91,4,100,79.3,341,85.3,Minneapolis,,44.9635,-93.2678
2020,2,Washington,1.4,5,24%,50,98%,98,$307,100,6.3,100,2,81,1.9,21,2.2,100,2.6,80,4.1,100,80.3,333,83.3,"Washington, D.C.",,38.9047,-77.0163
2020,3,St.,3.2,14,15%,39,99%,99,$219,100,7.7,100,1.3,49,4,72,1.7,100,3.2,100,1.3,47,78,330,82.5,St. Paul,,38.6359,-90.2451
2020,4,Arlington,2.4,10,11%,28,99%,99,$301,100,7.9,100,3.5,100,4.4,80,1.1,76,3.1,97,2.2,81,89,326,81.5,"Arlington, Virginia",,32.6998,-97.125
2020,5,Cincinnati,4.4,20,14%,36,82%,74,$190,100,8.7,100,1.6,63,4.9,94,1.5,100,3.2,98,4.5,100,92.5,323,80.6,Cincinnati,,39.1413,-84.506
2020,6,Portland,4.9,22,18%,47,90%,85,$250,100,3.4,45,5.8,100,2.1,28,0.6,38,6.1,100,2.1,79,65,319,79.8,Portland,,45.5371,-122.65
2020,7,Irvine,6.1,28,27%,50,82%,73,$215,100,17.4,100,0.4,4,4.3,77,1.7,100,3.2,98,0.7,25,67.3,318,79.6,Irvine,,33.6772,-117.7738
2020,8,San,1.3,4,21%,50,100%,100,$399,100,4.2,61,4.1,100,2.9,46,0.8,52,2.4,75,1,36,61.7,316,78.9,San Francisco,,37.7558,-122.4449
2020,9,Boston,1.4,4,17%,45,100%,100,$162,92,3.8,53,1.9,76,4,70,0.9,63,1,29,10.3,100,65.2,306,76.5,Boston,,42.3188,-71.0852
2020,10,Chicago,2.2,9,10%,24,98%,98,$179,100,4.7,70,1,35,3.6,61,1.8,100,2.4,73,8.8,100,73.2,304,76,Chicago,,41.8375,-87.6866
2020,11,New,1.1,3,21%,50,99%,99,$232,100,4.1,58,1.7,66,2.1,27,0.1,1,0.8,23,6.9,100,45.8,298,74.5,New York,,40.6943,-73.9249
2020,12,Madison,4.7,21,14%,36,95%,93,$134,74,10.5,100,3,100,7,100,0.1,1,2.7,85,1.1,41,71.2,295,73.8,Madison,,43.0822,-89.393
2020,13,St.,2.3,9,10%,23,98%,97,$199,100,2.8,34,1.9,78,2.9,45,0.6,41,2.4,73,2.6,97,61.3,290,72.6,St. Louis,,38.6359,-90.2451
2020,14,Seattle,2.4,10,13%,32,96%,95,$320,100,3.3,43,1.9,78,2.1,26,0.7,47,2.4,73,1.2,45,52,289,72.3,Seattle,,47.6211,-122.3244
2020,15,Pittsburgh,2.2,9,10%,26,92%,88,$142,79,6.1,95,2.3,94,3.9,68,1.7,100,0.6,14,9.1,100,78.5,281,70.1,Pittsburgh,,40.4397,-79.9763
2020,15,Philadelphia,3,12,13%,33,95%,93,$138,77,4.9,73,0.5,10,2.8,43,2.3,100,2.2,66,5.8,100,65.3,280,70.1,Philadelphia,,40.0077,-75.1339
2020,17,Plano,13.5,50,10%,25,75%,63,$226,100,7.1,100,1,34,2.3,32,0.3,19,1.5,45,0.7,22,42,280,70,Plano,,33.0502,-96.7486
2020,18,San,6.8,32,19%,50,81%,71,$153,86,2.8,35,1.2,44,2.4,33,1,65,1.5,44,0.1,2,37.2,276,69,San Diego,,37.7558,-122.4449
2020,19,St.,3.5,15,16%,40,75%,63,$148,83,4.1,58,2.3,94,3.4,58,1.2,82,4.7,100,1.1,40,72,273,68.3,St. Petersburg,,38.6359,-90.2451
2020,20,New,2,8,26%,50,80%,70,$165,94,3.3,44,0.8,23,4.8,91,0.7,47,2.6,81,0.3,6,48.7,271,67.7,New Orleans,,40.6943,-73.9249
2020,21,Boise,7.3,34,9%,23,69%,53,$172,98,2.2,23,6,100,3.4,56,1,66,2.8,87,0.9,31,60.5,269,67.1,Boise,,43.6005,-116.2308
2020,22,Denver,6.7,31,8%,20,91%,86,$130,72,4.8,71,1.8,71,3.6,61,0.8,54,1.2,35,1.6,60,58.7,268,66.9,Denver,,39.762,-104.8758
2020,23,Long,3.2,14,10%,25,84%,76,$180,100,1.6,13,2.1,85,1.4,10,1.3,88,3.7,100,0.2,4,50,265,66.3,Long Beach,,33.7977,-118.167
2020,24,Aurora,8,37,11%,27,88%,82,$149,84,1.6,13,1.1,37,2.2,28,0.2,11,1.7,51,1.3,48,31.3,261,65.3,Aurora,,39.7083,-104.7237
2020,25,Lincoln,6.4,30,7%,16,92%,88,$108,58,8.7,100,1.4,52,4.6,85,0.6,39,4,100,0.7,23,66.5,259,64.6,Lincoln,,40.8099,-96.6784
2020,26,Virginia,5.2,24,18%,46,68%,51,$185,100,3.3,44,0.7,18,4.1,74,0.3,17,2.1,65,0.2,5,37.2,258,64.5,Virginia Beach,,36.7335,-76.0435
2020,27,Henderson,5.8,26,13%,34,60%,38,$141,78,8.2,100,5.2,100,2.9,45,0.5,32,4.7,100,5.5,100,79.5,256,63.9,Henderson,,36.0133,-115.0381
2020,28,Milwaukee,4.6,21,9%,23,90%,86,$112,61,5.7,89,0.5,11,3.9,68,0.9,61,5,100,1.5,56,64.2,255,63.8,Milwaukee,,43.0642,-87.9675
2020,29,Cleveland,3.9,17,7%,15,83%,75,$137,76,6.1,96,0.8,24,3.7,64,1.2,79,1,29,10.6,100,65.3,248,62.1,Cleveland,,41.4764,-81.6805
2020,30,Sacramento,5.4,25,9%,21,83%,75,$122,67,1.6,12,3,100,4.2,75,0.6,41,1.1,33,4.5,100,60.2,248,62,Sacramento,,38.5677,-121.4685
2020,31,Raleigh,6.7,31,13%,33,58%,36,$157,88,5.2,80,1.3,47,2.2,29,1.6,100,2.1,63,1.1,38,59.5,248,61.9,Raleigh,,35.8324,-78.6429
2020,32,Kansas,11.7,50,9%,22,70%,54,$132,73,2.7,32,0.8,24,4.4,81,0.4,25,0.8,23,3,100,47.5,247,61.6,Kansas City,,39.1238,-94.5541
2020,33,Fremont,6.4,30,49%,50,70%,54,$114,62,2.1,21,2.2,89,2.2,29,0.5,32,4.2,100,0.4,13,47.3,243,60.8,Fremont,,37.5265,-121.9843
2020,34,Des,11.2,50,13%,32,70%,55,$94,50,2.7,33,1.3,49,2.6,38,0.8,52,2.1,62,7.4,100,55.7,243,60.7,Des Moines,,41.5725,-93.6105
2020,35,Albuquerque,4.3,19,23%,50,87%,81,$62,30,2.4,27,2.4,100,3.2,52,1.3,91,1.5,44,1.4,51,60.8,241,60.2,Albuquerque,,35.1054,-106.6465
2020,36,San,3,13,15%,40,82%,74,$108,58,1.8,15,1.3,46,3.1,50,1,65,1.1,32,2,75,47.2,232,58,San Jose,,37.7558,-122.4449
2020,37,Austin,8.2,39,10%,25,60%,39,$147,82,2.5,28,1.3,50,1.6,14,0.6,35,1.2,34,2.7,100,43.5,229,57.1,Austin,,30.3005,-97.7522
2020,38,Omaha,6.7,31,13%,33,81%,72,$79,40,5.1,77,0.4,6,4.1,73,0.6,40,1.2,35,1.7,61,48.7,225,56.2,Omaha,,41.2627,-96.0529
2020,39,Anchorage,4.7,21,84%,50,75%,62,$93,49,1.7,14,3,100,2.9,46,0.3,19,1.6,48,0,0,37.8,220,55,Anchorage,,61.1508,-149.1091
2020,40,Atlanta,2.9,12,6%,14,72%,58,$151,85,2.6,30,1,34,2.8,42,1.5,100,0.4,10,2.2,82,49.7,219,54.7,Atlanta,,33.7628,-84.422
2020,41,Honolulu,6.1,28,15%,39,79%,69,$77,39,3.7,52,0.5,10,1.6,14,1.6,100,2.1,65,0,0,40.2,215,53.8,Honolulu,,21.3294,-157.846
2020,42,Las,1.1,3,20%,50,75%,62,$84,43,1.2,5,3.8,100,3.1,51,0.7,46,1.2,34,5.2,100,56,214,53.5,Las Vegas,,36.2333,-115.2654
2020,43,Buffalo,1.1,3,8%,18,90%,85,$86,44,6.3,100,0.8,23,2.3,32,0.7,45,2.3,72,4.2,100,62,212,53,Buffalo,,42.9018,-78.8487
2020,44,Scottsdale,13.5,50,27%,50,40%,9,$109,59,1.4,8,1.2,43,1.5,12,0.7,47,3,92,1.6,58,43.3,211,52.8,Scottsdale,,33.6872,-111.8651
2020,45,Anaheim,8.3,39,15%,37,67%,50,$115,63,1.4,8,0.8,26,1.6,15,0.2,11,1.7,50,0.6,18,21.3,210,52.6,Anaheim,,33.839,-117.8574
2020,46,Chesapeake,7.2,34,26%,50,43%,13,$100,53,12,100,2,82,3.6,62,1,65,1.1,32,0.4,12,58.8,209,52.2,Chesapeake,,36.6778,-76.3023
2020,47,Jersey,0.6,1,18%,47,94%,91,$32,11,2.7,32,2.1,88,1.2,5,0.9,62,0.5,13,3.9,100,50,200,50,Jersey City,,40.7184,-74.0686
2020,48,Norfolk,1.6,6,5%,11,75%,63,$84,43,16.2,100,5.2,100,6.6,100,1.9,100,0.6,17,1.2,43,76.7,200,49.9,Norfolk,,36.8945,-76.259
2020,49,Columbus,7.7,36,8%,20,68%,51,$94,49,6.8,100,0.7,19,2.9,45,0.7,44,1,29,0.7,23,43.3,199,49.8,Columbus,,39.9862,-82.9855
2020,49,Los,4.8,22,13%,32,62%,42,$132,73,3.5,47,0.3,2,1.1,4,1.1,77,1.3,40,0.4,12,30.3,199,49.8,Los Angeles,,34.1141,-118.4068
2020,51,Oakland,2.1,8,12%,29,89%,83,$65,31,2.6,31,3.8,100,1.8,18,1.2,78,1.3,40,0,0,44.5,196,48.9,Oakland,,37.7904,-122.2166
2020,52,Orlando,3.4,15,6%,14,64%,45,$119,65,5,75,1,35,2,24,1.4,98,4.2,100,0,0,55.3,194,48.6,Orlando,,28.4773,-81.337
2020,53,Colorado,6.3,29,9%,23,74%,61,$80,41,2.8,35,1.7,66,3,47,0.3,16,1.3,39,0.8,29,38.7,193,48.2,Colorado Springs,,38.8674,-104.7605
2020,54,Dallas,7.7,36,9%,23,71%,56,$108,58,2.4,26,0.3,1,1.7,17,0.6,40,0.1,1,0.8,27,18.7,192,47.9,Dallas,,32.7935,-96.7667
2020,55,Tulsa,9.8,47,7%,16,60%,39,$93,49,1.7,13,0.5,10,2.4,33,0.4,23,1.3,37,8.3,100,36,187,46.8,Tulsa,,36.1283,-95.9042
2020,56,Tampa,4.5,20,8%,17,63%,43,$48,21,5.9,92,3.9,100,2.3,32,1.8,100,2.8,85,2.6,97,84.3,185,46.3,Tampa,,27.9945,-82.4447
2020,56,Phoenix,14.6,50,15%,38,49%,22,$89,47,1.8,16,0.7,22,1.7,17,0.4,23,2.4,72,0.6,18,28,185,46.3,Phoenix,,33.5722,-112.0892
2020,58,Baltimore,0.8,2,10%,23,87%,81,$73,37,2.6,30,0.5,10,3.3,54,1.5,100,0.6,16,1,35,40.8,184,46,Baltimore,,39.3051,-76.6144
2020,59,Arlington,12.6,50,8%,18,58%,36,$102,55,1.7,14,0.5,11,1.5,14,0.3,17,1.2,36,1.3,46,23,182,45.5,"Arlington, Texas",,32.6998,-97.125
2020,60,North,7.1,33,26%,50,64%,45,$52,24,1.9,18,0.8,25,1.8,20,0.2,7,1,28,1.6,59,26.2,178,44.5,North Las Vegas,,36.2883,-115.0888
2020,60,Riverside,10.5,50,7%,16,51%,26,$78,39,3,38,0.6,16,1.5,11,1.1,76,2.4,72,1.9,68,46.8,178,44.5,Riverside,,33.9381,-117.3949
2020,62,Lexington,11.1,50,2%,3,54%,29,$79,40,3.9,56,1.8,74,3.1,49,0.5,30,2.4,73,1.2,44,54.3,176,44.1,Lexington,,38.0423,-84.4587
2020,63,Bakersfield,9.1,43,6%,13,46%,18,$86,45,2.1,21,2.1,84,3,48,0.3,14,2.3,69,3.4,100,56,175,43.8,Bakersfield,,35.3529,-119.0359
2020,64,Miami,2.6,11,7%,15,87%,81,$48,21,3.1,40,0.9,28,1.3,8,1.6,100,3.8,100,0,0,46,174,43.5,Miami,,25.784,-80.2101
2020,65,Chandler,8.4,39,4%,7,62%,43,$76,38,3.1,41,1.4,55,3.4,57,0.5,31,1.8,54,1.1,38,46,173,43.3,Chandler,,33.2825,-111.8514
2020,66,El,2.8,12,19%,50,59%,38,$56,26,4.4,65,0.7,21,4.1,73,0.8,53,0.6,17,1.3,46,45.8,172,43,El Paso,,31.8476,-106.43
2020,66,Greensboro,5,23,10%,25,63%,44,$67,33,1.5,11,1,35,3.6,62,0.8,54,2.7,83,1,36,46.8,172,43,Greensboro,,36.0956,-79.8271
2020,68,Reno,5,23,5%,12,76%,63,$52,23,3.6,50,1.2,41,2,25,0.3,17,2.1,64,2.7,100,49.5,171,42.6,Reno,,39.5497,-119.8483
2020,69,Newark,0.9,2,6%,13,94%,91,$53,24,2.6,31,0.4,3,1,1,0.8,56,1.1,32,3.5,100,37.2,167,41.8,Newark,,40.7245,-74.1725
2020,70,Chula,6.9,32,8%,18,67%,50,$43,18,2,19,2.6,100,3.5,60,0.7,42,1.5,45,0.7,25,48.5,167,41.6,Chula Vista,,32.6281,-117.0144
2020,70,Nashville,16.7,50,11%,26,43%,13,$83,42,3.8,54,1.2,41,2.1,28,0.8,51,0.9,25,0.4,13,35.3,166,41.6,Nashville,,36.1715,-86.7842
2020,72,Durham,8.3,39,4%,7,51%,26,$76,38,4.2,60,1.5,55,2,25,0.7,47,3,94,1.5,53,55.7,166,41.4,Durham,,35.9792,-78.9022
2020,73,Detroit,2.4,9,6%,13,80%,70,$80,41,2.6,31,0.9,30,2.7,40,0.5,32,0.5,12,1.2,43,31.3,164,41.1,Detroit,,42.3834,-83.1024
2020,74,Glendale,4.8,21,6%,12,75%,62,$43,18,4.9,73,1.2,44,3.9,69,0.6,41,0.7,19,1.6,59,50.8,164,41,Glendale,,33.5791,-112.2311
2020,75,San,10,47,11%,28,43%,13,$89,46,1.7,13,1,32,1.8,20,0.8,51,1.5,45,0.5,15,29.3,163,40.8,San Antonio,,37.7558,-122.4449
2020,76,Corpus,3.3,14,9%,20,75%,63,$58,27,2.7,32,0.6,15,4.3,78,0.7,47,1.4,41,0.6,20,38.8,163,40.7,Corpus Christi,,27.7254,-97.3767
2020,77,Toledo,5.5,25,6%,14,81%,72,$40,16,3.2,41,0.7,21,3.9,69,0.4,26,0.6,18,0.7,24,33.2,160,40,Toledo,,41.6638,-83.5827
2020,78,Houston,4.7,21,12%,29,61%,40,$82,42,2.6,30,0.7,18,1.9,21,0.6,40,0.7,19,1.1,38,27.7,160,39.9,Houston,,29.786,-95.3885
2020,79,Jacksonville,5.8,27,14%,37,35%,1,$66,32,2.4,26,0.5,12,3.5,60,1.3,90,6,100,2.2,80,61.3,158,39.6,Jacksonville,,30.3322,-81.6749
2020,80,Wichita,11.3,50,5%,11,54%,29,$67,33,1,1,1,34,2.2,28,0.4,24,2,62,1.5,55,34,157,39.3,Wichita,,37.6895,-97.3443
2020,81,Louisville,7.5,35,8%,19,38%,6,$69,34,2.7,33,1.3,46,3.3,55,0.6,36,3.6,100,6,100,61.7,156,38.9,Louisville,,38.1663,-85.6485
2020,82,Winston-Salem,9.2,43,5%,11,37%,4,$81,41,1.2,5,1.2,44,1.9,22,1.4,93,2.1,64,4.8,100,54.7,154,38.4,Winston-Salem,,36.1029,-80.261
2020,83,Garland,9.6,46,7%,17,63%,43,$57,26,2.2,23,0,0,1.4,10,0.6,41,1.2,34,0,0,18,150,37.5,Garland,,32.91,-96.6304
2020,84,Tucson,5.5,25,3%,5,63%,44,$53,24,4.9,73,1.4,55,2.7,41,0.8,55,1.8,54,0.7,24,50.3,148,37.1,Tucson,,32.1541,-110.8787
2020,85,Santa,6,28,4%,8,75%,63,$53,24,2.1,22,0,0,1.2,6,0.9,63,1.6,47,0,0,23,146,36.5,Santa Ana,,33.7367,-117.8819
2020,86,Laredo,4.1,18,2%,2,54%,31,$59,28,9.4,100,1.5,57,2.6,38,0.8,54,1,28,4.5,100,62.8,142,35.5,Laredo,,27.5625,-99.4874
2020,87,Stockton,6,28,3%,5,74%,60,$15,1,3.4,47,1,32,2.3,31,0.4,23,2.7,85,1.6,58,46,140,35,Stockton,,37.9765,-121.3109
2020,88,Memphis,10,48,5%,9,46%,17,$76,38,2.9,37,0.6,16,1.8,20,0.9,63,0.1,1,0.5,14,25.2,137,34.3,Memphis,,35.1087,-89.9663
2020,89,Irving,3.2,14,5%,11,64%,45,$72,36,1.1,3,1.2,44,3,48,0.8,53,0.2,5,0.8,28,30.2,136,34,Irving,,32.8583,-96.9702
2020,90,Hialeah,4.4,20,2%,1,69%,52,$33,11,5.1,77,0,0,1,1,1.5,100,2.2,67,1.3,45,48.3,132,33.1,Hialeah,,25.8696,-80.3045
2020,91,Baton,4.2,19,3%,5,54%,30,$44,19,8,100,0.8,27,2.6,39,2.9,100,1.2,36,0.8,29,55.2,128,32,Baton Rouge,,30.442,-91.1311
2020,92,Fresno,2.2,9,4%,8,67%,51,$42,17,4.6,68,1.3,49,2.6,38,0.6,38,0.9,26,0.9,33,42,127,31.8,Fresno,,36.783,-119.7939
2020,93,Lubbock,9.7,46,3%,4,56%,33,$35,13,4.8,71,0.8,23,2.2,28,0.4,22,1.3,38,0,0,30.3,126,31.6,Lubbock,,33.5657,-101.8879
2020,94,Fort,7.7,36,6%,13,61%,40,$56,26,1.2,5,0.3,2,2.3,31,0.3,17,0.2,3,0.1,1,9.8,125,31.2,Fort Worth,,32.7817,-97.3474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,96,Mesa,2.8,12,4%,8,66%,48,$65,32,2.8,34,0.4,5,1.3,8,0.2,12,0.7,18,0.6,19,16,116,29,Mesa,,33.4015,-111.7178
2020,97,Oklahoma,5,22,5%,10,38%,5,$57,26,1.7,14,0.3,1,1.6,16,0.7,42,1.1,31,2.4,89,32.2,95,23.8,Oklahoma City,,35.4676,-97.5136
2019,1,Washington,1.4,5,21%,50,98,97.5,$270,100,5.9,97.5,1.9,85,1.7,25,2.3,100,2.9,88,3.9,100,82.5,,83.8,"Washington, D.C.",,38.9047,-77.0163
2019,2,St.,3.2,15,15%,40,98%,97.5,$220,100,7.7,100,1.3,55,4,77.5,1.7,100,3.2,100,1.3,50,80.4,,83.2,St. Paul,,38.6359,-90.2451
2019,3,Minneapolis,5.7,27.5,15%,37.5,96%,95,$299,100,3.5,52.5,1.7,75,4.1,77.5,2.3,100,3,90,0.2,8,67.1,,81.8,Minneapolis,,44.9635,-93.2678
2019,4,Arlington,2.4,10,11%,27.5,98%,97.5,$267,100,7.8,100,3.5,100,4.4,87.5,1.1,73,3.1,95,2.2,85,90,,81.3,"Arlington, Virginia",,32.6998,-97.125
2019,5,Portland,4.9,22.5,18%,47.5,89%,85,$224,100,3.8,57.5,5.4,100,2.1,32.5,0.6,38,2,60,2.5,95,63.8,,79.7,Portland,,45.5371,-122.65
2019,6,Irvine,6.1,30,27%,50,80%,72.5,$252,100,17.7,100,0.4,5,4,77.5,1.8,100,3,90,0.4,13,64.2,,79.2,Irvine,,33.6772,-117.7738
2019,7,San,1.3,5,20%,50,100%,100,$318,100,4.1,65,4.2,100,2.6,42.5,0.8,50,2.6,78,0.8,30,60.8,,79,San Francisco,,37.7558,-122.4449
2019,8,Cincinnati,4.4,20,14%,35,77%,67.5,$193,100,8.9,100,1.3,52.5,5,100,1.5,98,3.1,95,4.5,100,90.8,,78.3,Cincinnati,,39.1413,-84.506
2019,9,New,1.1,5,22%,50,99%,100,$198,100,4,62.5,1.7,75,2.1,32.5,0.1,3,0.8,23,6.8,100,49.2,,76,New York,,40.6943,-73.9249
2019,10,Chicago,2.2,10,10%,25,98%,97.5,$171,95,4.6,72.5,0.9,35,3.6,67.5,1.7,100,2.4,70,8.7,100,74.2,,75.4,Chicago,,41.8375,-87.6866
2019,11,Seattle,2.4,10,13%,32.5,96%,95,$279,100,3.3,47.5,2,90,2.1,32.5,0.8,48,2.4,73,1.3,48,56.3,,73.4,Seattle,,47.6211,-122.3244
2019,12,Madison,4.7,22.5,14%,35,94%,92.5,$130,70,10.6,100,3.9,100,7,100,0.1,3,2.7,83,1.2,43,71.3,,72.8,Madison,,43.0822,-89.393
2019,13,Boston,1.4,5,17%,45,100%,100,$131,70,3.3,47.5,1.8,80,3.9,75,0.9,60,1,30,10.5,100,65.4,,71.4,Boston,,42.3188,-71.0852
2019,14,St.,2.3,10,9%,22.5,95%,95,$261,100,2.7,37.5,1.6,70,2.7,47.5,0.6,40,2.2,68,1.9,73,55.8,,70.8,St. Louis,,38.6359,-90.2451
2019,15,Plano,13.5,50,10%,22.5,75%,65,$211,100,7.3,100,0.3,2.5,4.6,90,0.3,20,1.5,45,0.3,10,44.6,,70.5,Plano,,33.0502,-96.7486
2019,16,San,6.8,32.5,19%,50,79%,70,$154,85,2.8,37.5,1.1,45,2.2,35,1,60,1.5,43,0.1,3,37.1,,68.6,San Diego,,37.7558,-122.4449
2019,17,St.,3.5,15,16%,40,75%,65,$140,77.5,4.1,62.5,2.3,100,3.5,65,1.2,80,4.8,100,1.2,43,75,,68.1,St. Petersburg,,38.6359,-90.2451
2019,19,Long,3.2,15,10%,25,83%,77.5,$205,100,1.6,15,2.1,97.5,1.4,17.5,1.1,73,3.7,100,0,0,50.4,,67,Long Beach,,33.7977,-118.167
2019,18,Philadelphia,3,12.5,13%,35,95%,95,$123,65,4.8,77.5,0.4,7.5,1.6,22.5,2,100,1.6,48,5,100,59.2,,66.7,Philadelphia,,40.0077,-75.1339
2019,21,New,2,7.5,26%,50,80%,72.5,$177,100,1.6,15,0.8,25,2.5,42.5,0.7,45,2.6,78,0.3,8,35.4,,66.4,New Orleans,,40.6943,-73.9249
2019,20,Boise,7.3,35,9%,22.5,69%,55,$162,90,2.2,27.5,5.7,100,3.4,62.5,1,63,2.9,88,0.9,33,62.1,,66.1,Boise,,43.6005,-116.2308
2019,22,Pittsburgh,2.2,10,10%,25,91%,87.5,$117,62.5,4.7,75,2.3,100,3.8,72.5,1.7,100,0.6,15,8.7,100,77.1,,65.5,Pittsburgh,,40.4397,-79.9763
2019,23,Aurora,8,37.5,11%,25,88%,82.5,$145,80,1.6,15,1.1,42.5,2.2,35,0.2,10,1.7,50,1.3,50,33.8,,64.7,Aurora,,39.7083,-104.7237
2019,24,Milwaukee,4.6,22.5,9%,22.5,90%,87.5,$124,65,5.7,95,0.5,12.5,2.8,47.5,0.9,58,4.5,100,1.2,45,59.6,,64.3,Milwaukee,,43.0642,-87.9675
2019,25,Lincoln,6.4,30,7%,17.5,91%,87.5,$101,52.5,8.8,100,1.4,60,4.6,90,0.6,38,4,100,0.7,25,68.8,,64.1,Lincoln,,40.8099,-96.6784
2019,26,Henderson,8,40,13%,35,52%,30,$136,75,3.7,57.5,5,100,2.9,52.5,0.5,33,5,100,5.7,100,73.8,,63.4,Henderson,,36.0133,-115.0381
