year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches,latitude,longitude
2016,4,Arlington,2.1,4,11%,12,98%,40,$235,20,4,16,3.6,20,4.6,19,1.5,19,,,,,19,95,79,"Arlington, Virginia",4.5,32.6998,-97.125
2016,5,San,1.8,3,19%,20,99%,40,$223,20,1.9,6,3.5,20,1.9,7,0.6,8,,,,,10,93,77.5,San Francisco,4.5,37.7558,-122.4449
2016,6,Portland,4.6,9,18%,19,85%,33,$154,18,3.8,15,5.4,20,2.1,8,0.6,7,,,,,13,92,76.5,Portland,4.5,45.5371,-122.65
2016,7,New,1,1,21%,20,97%,40,$186,20,3.5,14,1.5,17,2,7,0.1,1,,,,,10,91,76,New York,4.5,40.6943,-73.9249
2016,8,Irvine,6.4,12,20%,20,75%,27,$227,20,2.6,9,0.4,4,2.8,11,1.4,18,,,,,11,90,75,Irvine,4.5,33.6772,-117.7738
2016,9,Boston,1.7,3,17%,19,98%,40,$122,14,3.8,15,1.1,12,2.9,11,1,12,,,,,13,89,74,Boston,4.5,42.3188,-71.0852
2016,10,Cincinnati,4.3,8,14%,15,71%,25,$181,20,5.2,20,1.3,15,5.1,20,2.3,20,,,,,19,87,72.5,Cincinnati,4,39.1413,-84.506
2016,10,Madison,4.7,9,13%,14,90%,35,$122,14,10.8,20,4.2,20,7.3,20,0.1,1,,,,,15,87,72.5,Madison,4,43.0822,-89.393
2016,12,San,6.8,13,22%,20,78%,29,$113,13,2.9,11,1.1,12,1.9,7,1,12,,,,,11,86,71.5,San Diego,4,37.7558,-122.4449
2016,13,Seattle,2.4,4,12%,13,93%,37,$275,20,1.9,6,2.2,20,2.3,9,0.8,10,,,,,11,85,71,Seattle,4,47.6211,-122.3244
2016,14,Oakland,2.5,4,18%,20,85%,33,$143,17,2.7,10,0.7,8,1.8,6,1.2,15,,,,,10,84,70,Oakland,4,37.7904,-122.2166
2016,15,Chicago,2.2,4,9%,10,92%,37,$172,20,2.9,11,0.8,9,2.4,9,1.9,20,,,,,12,83,69,Chicago,4,41.8375,-87.6866
2016,16,Aurora,7.9,15,11%,11,86%,33,$132,16,1.6,5,0.9,9,2.3,9,0.3,3,,,,,7,82,68.5,Aurora,4,39.7083,-104.7237
2016,17,Sacramento,5.5,10,9%,9,79%,29,$148,18,2.7,10,2.3,20,4,16,1,13,,,,,15,81,67.5,Sacramento,4,38.5677,-121.4685
2016,18,Plano,13.3,20,11%,12,74%,27,$125,15,1.8,6,0.4,3,2.6,10,0.4,4,,,,,6,80,66.5,Plano,4,33.0502,-96.7486
2016,18,St.,3.5,6,16%,17,73%,26,$132,16,2.5,9,2.4,20,3.5,14,1.3,16,,,,,15,80,66.5,St. Petersburg,4,38.6359,-90.2451
2016,20,Albuquerque,4.3,8,24%,20,82%,31,$59,6,2.2,8,2.3,20,2.9,11,1.1,14,,,,,13,78,65,Albuquerque,3.5,35.1054,-106.6465
2016,20,Denver,6.1,12,8%,8,86%,33,$109,13,1.6,5,1.4,15,3.9,16,0.9,12,,,,,12,78,65,Denver,3.5,39.762,-104.8758
2016,22,Long,3,5,10%,11,80%,30,$186,20,1.6,5,1.9,20,1.1,3,1.1,15,,,,,11,77,64,Long Beach,3.5,33.7977,-118.167
2016,22,Philadelphia,3.6,7,13%,14,93%,37,$65,7,4.1,17,0.3,3,1.7,6,2.1,20,,,,,12,77,64,Philadelphia,3.5,40.0077,-75.1339
2016,22,St.,1.4,2,10%,10,90%,36,$151,18,2.1,7,1.6,18,2.4,9,0.6,8,,,,,11,77,64,St. Louis,3.5,38.6359,-90.2451
2016,25,Henderson,7.6,15,13%,14,49%,13,$178,20,3.6,14,5.4,20,3.1,12,0.6,7,,,,,13,75,62.5,Henderson,3.5,36.0133,-115.0381
2016,25,Omaha,7,13,14%,15,78%,29,$74,8,2,7,0.5,5,4.4,18,0.7,9,,,,,10,75,62.5,Omaha,3.5,41.2627,-96.0529
2016,27,Fremont,7.5,14,38%,20,62%,20,$121,14,2.2,7,0.4,4,1.9,7,0.5,7,,,,,6,74,61.5,Fremont,3.5,37.5265,-121.9843
2016,27,Honolulu,2.3,4,33%,20,84%,32,$50,5,5.8,20,0.6,6,1.3,4,1.9,20,,,,,13,74,61.5,Honolulu,3.5,21.3294,-157.846
2016,27,Lincoln,6.5,12,7%,7,86%,33,$86,10,3.3,13,0.7,8,4.9,20,0.5,6,,,,,12,74,61.5,Lincoln,3.5,40.8099,-96.6784
2016,27,Milwaukee,4.6,9,9%,9,88%,34,$89,10,5.7,20,0.5,5,2.8,11,0.9,12,,,,,12,74,61.5,Milwaukee,3.5,43.0642,-87.9675
2016,31,Anchorage,4.4,8,84%,20,71%,25,$77,9,2.7,10,2.3,20,2.8,11,0.3,3,,,,,11,73,61,Anchorage,3.5,61.1508,-149.1091
2016,31,Las,7.8,15,6%,6,70%,24,$133,16,1,2,4.1,20,3.7,15,0.7,9,,,,,12,73,61,Las Vegas,3.5,36.2333,-115.2654
2016,31,San,3.9,7,14%,16,72%,25,$131,15,1.5,5,1,11,2.7,10,1.1,14,,,,,10,73,61,San Jose,3.5,37.7558,-122.4449
2016,31,Virginia,4.1,8,16%,17,58%,18,$171,20,3.4,13,0.7,7,4.1,16,0.3,4,,,,,10,73,61,Virginia Beach,3.5,36.7335,-76.0435
2016,35,North,5.7,11,26%,20,58%,18,$145,17,2.2,8,0.4,4,2.4,9,0.2,2,,,,,6,72,60,North Las Vegas,3.5,36.2883,-115.0888
2016,36,Jersey,0.6,1,18%,20,91%,36,$29,2,2.6,10,2.3,20,1.4,4,1,13,,,,,12,71,59,Jersey City,3.5,40.7184,-74.0686
2016,36,Kansas,11.6,20,9%,9,65%,22,$120,14,1.6,5,0.6,7,2.3,8,0.4,5,,,,,6,71,59,Kansas City,3.5,39.1238,-94.5541
2016,36,Raleigh,4.4,8,14%,15,54%,15,$163,19,5.4,20,0.7,7,2.2,8,1.7,20,,,,,14,71,59,Raleigh,3.5,35.8324,-78.6429
2016,39,Pittsburgh,1.7,3,8%,9,84%,32,$64,7,3.7,15,2,20,4.2,17,1.7,20,,,,,18,69,57.5,Pittsburgh,3,40.4397,-79.9763
2016,39,Tampa,4.5,8,7%,7,60%,19,$153,18,4.9,20,3.4,20,2.3,9,1.8,20,,,,,17,69,57.5,Tampa,3,27.9945,-82.4447
2016,41,New,1.8,3,26%,20,76%,28,$90,10,1.7,5,0.8,8,2.5,10,0.5,6,,,,,7,68,56.5,New Orleans,3,40.6943,-73.9249
2016,41,Scottsdale,13.5,20,25%,20,37%,6,$116,13,1.5,5,1.3,15,1.6,5,0.8,10,,,,,9,68,56.5,Scottsdale,3,33.6872,-111.8651
2016,43,Boise,7.3,14,9%,9,60%,19,$103,12,2.3,8,2.3,20,3.7,15,0.5,5,,,,,12,66,55,Boise,3,43.6005,-116.2308
2016,43,Cleveland,3.4,6,6%,6,79%,30,$97,11,6,20,0.5,5,3.1,12,1.1,15,,,,,13,66,55,Cleveland,3,41.4764,-81.6805
2016,43,Colorado,6.6,13,9%,10,69%,24,$58,6,4.1,16,1.8,20,3.1,12,0.3,4,,,,,13,66,55,Colorado Springs,3,38.8674,-104.7605
2016,43,Norfolk,4.4,8,6%,6,71%,25,$73,8,8.2,20,4.5,20,4.2,17,2,20,,,,,19,66,55,Norfolk,3,36.8945,-76.259
2016,47,Austin,10,19,15%,16,48%,12,$92,10,1.8,6,1.4,15,1.2,4,0.5,7,,,,,8,65,54,Austin,3,30.3005,-97.7522
2016,48,Richmond,3.9,7,5%,5,74%,27,$77,8,6.8,20,0.9,10,3.8,15,1.8,20,,,,,16,63,52.5,Richmond,3,37.5295,-77.4756
2016,49,Baltimore,0.8,1,10%,10,85%,33,$71,8,1.6,5,0.3,3,3.2,13,1.3,17,,,,,10,62,51.5,Baltimore,2.5,39.3051,-76.6144
2016,49,Phoenix,14.6,20,15%,16,45%,11,$88,10,0.9,2,0.6,6,1.7,6,0.5,7,,,,,5,62,51.5,Phoenix,2.5,33.5722,-112.0892
2016,51,Atlanta,3.1,6,6%,6,66%,22,$120,14,2.9,11,0.9,10,3.1,12,1.5,20,,,,,13,61,51,Atlanta,2.5,33.7628,-84.422
2016,52,Buffalo,1.1,2,8%,8,85%,33,$52,5,5.9,20,0.8,8,2.4,9,0.7,9,,,,,12,60,50,Buffalo,2.5,42.9018,-78.8487
2016,52,Miami,1.9,3,6%,6,79%,30,$88,10,3.3,13,0.7,7,1.4,4,1.5,19,,,,,11,60,50,Miami,2.5,25.784,-80.2101
2016,54,Dallas,7.2,14,13%,13,58%,18,$63,7,2.6,9,0.4,4,1.7,6,0.7,8,,,,,7,59,49,Dallas,2.5,32.7935,-96.7667
2016,55,Glendale,4.8,9,5%,5,72%,26,$39,4,4.7,20,1.3,14,4.1,17,0.5,6,,,,,14,58,48.5,Glendale,2.5,33.5791,-112.2311
2016,55,Nashville,13.2,20,11%,11,38%,7,$90,10,3.1,12,0.9,10,2.2,8,0.8,10,,,,,10,58,48.5,Nashville,2.5,36.1715,-86.7842
2016,55,Orlando,3.4,6,6%,6,58%,18,$119,14,5.2,20,0.4,4,2.6,10,1.6,20,,,,,14,58,48.5,Orlando,2.5,28.4773,-81.337
2016,58,Arlington,14.3,20,8%,8,55%,16,$90,10,0.7,1,0.3,2,1.3,4,0.3,4,,,,,3,57,47.5,"Arlington, Texas",2.5,32.6998,-97.125
2016,58,Riverside,12.7,20,7%,7,46%,11,$70,8,2.5,9,1.3,14,1.4,5,1.2,15,,,,,11,57,47.5,Riverside,2.5,33.9381,-117.3949
2016,60,Chesapeake,5.5,10,26%,20,38%,7,$68,7,1.9,6,2.1,20,3.2,12,0.8,11,,,,,12,56,46.5,Chesapeake,2.5,36.6778,-76.3023
2016,60,Corpus,3.3,6,8%,8,72%,26,$64,7,2.8,10,0,0,4.2,17,0.8,10,,,,,9,56,46.5,Corpus Christi,2.5,27.7254,-97.3767
2016,60,Garland,9.8,19,8%,8,56%,17,$69,7,2.3,8,0,0,1.5,5,0.7,8,,,,,5,56,46.5,Garland,2.5,32.91,-96.6304
2016,60,Lexington,11.1,20,2%,2,51%,14,$82,9,4,16,1.3,14,2.1,8,0.3,4,,,,,11,56,46.5,Lexington,2.5,38.0423,-84.4587
2016,60,Tulsa,10,19,8%,8,56%,16,$53,5,2.1,7,0.5,5,2.8,11,0.6,8,,,,,8,56,46.5,Tulsa,2.5,36.1283,-95.9042
2016,65,Anaheim,8.7,17,7%,8,61%,19,$65,7,1.4,4,0.3,2,1.3,4,0.2,2,,,,,3,54,45,Anaheim,2.5,33.839,-117.8574
2016,65,Columbus,7.1,14,9%,9,52%,14,$89,10,1.8,6,0.6,6,1.8,6,0.7,8,,,,,7,54,45,Columbus,2.5,39.9862,-82.9855
2016,65,Durham,11.3,20,4%,3,48%,12,$82,9,1.8,6,1.2,13,2.3,9,0.8,10,,,,,10,54,45,Durham,2.5,35.9792,-78.9022
2016,65,Los,4.8,9,14%,15,55%,16,$80,9,0.8,1,0.3,2,1.1,3,1.1,14,,,,,5,54,45,Los Angeles,2.5,34.1141,-118.4068
2016,69,Greensboro,4,7,9%,10,59%,18,$68,7,2.3,8,0.7,8,3.7,15,0.9,11,,,,,11,53,44,Greensboro,2,36.0956,-79.8271
2016,69,Toledo,5.3,10,6%,6,76%,28,$45,4,1.9,6,0.4,3,2.8,11,0.1,1,,,,,5,53,44,Toledo,2,41.6638,-83.5827
2016,71,Bakersfield,9,17,6%,6,42%,9,$84,9,2,7,1.9,20,3,12,0.4,5,,,,,11,52,43.5,Bakersfield,2,35.3529,-119.0359
2016,71,Chandler,8.3,16,4%,3,56%,16,$67,7,2.6,9,1.6,18,2.2,8,0.2,3,,,,,10,52,43.5,Chandler,2,33.2825,-111.8514
2016,71,Reno,4.3,8,5%,5,71%,25,$50,5,3.3,13,0.8,9,3,11,0.3,4,,,,,9,52,43.5,Reno,2,39.5497,-119.8483
2016,71,San,11.5,20,9%,9,36%,6,$95,11,1.7,5,0.5,5,1.7,6,0.7,9,,,,,6,52,43.5,San Antonio,2,37.7558,-122.4449
2016,75,Detroit,2.4,4,6%,6,78%,29,$15,1,3.1,12,0.6,6,4.7,19,0.4,5,,,,,11,51,42.5,Detroit,2,42.3834,-83.1024
2016,75,El,3.7,7,19%,20,49%,13,$36,3,2.4,9,0.4,4,2.7,10,0.8,10,,,,,8,51,42.5,El Paso,2,31.8476,-106.43
2016,75,Newark,1.1,2,6%,6,91%,36,$36,3,1.5,4,0,0,0.8,2,0.9,11,,,,,4,51,42.5,Newark,2,40.7245,-74.1725
2016,78,Chula,6.8,13,8%,8,52%,14,$42,4,2,7,1.2,13,3,12,0.7,9,,,,,10,49,41,Chula Vista,2,32.6281,-117.0144
2016,78,Fort,7.5,14,6%,5,55%,16,$81,9,1.4,4,0.1,1,2.3,9,0.3,4,,,,,5,49,41,Fort Worth,2,32.7817,-97.3474
2016,78,Houston,6,11,14%,15,48%,12,$37,3,2.3,8,0.7,8,2,7,0.7,8,,,,,8,49,41,Houston,2,29.786,-95.3885
2016,78,Wichita,11.3,20,5%,4,50%,14,$47,5,1,2,0.8,8,2.1,8,0.5,5,,,,,6,49,41,Wichita,2,37.6895,-97.3443
2016,82,Stockton,5.4,10,3%,2,71%,25,$15,1,3.6,14,1,11,2.4,9,0.4,5,,,,,10,48,40,Stockton,2,37.9765,-121.3109
2016,83,Santa,6,11,3%,2,70%,25,$44,4,1.3,3,0,0,1.3,4,0.5,7,,,,,4,46,38.5,Santa Ana,2,33.7367,-117.8819
2016,83,Tucson,5,9,3%,2,56%,17,$81,9,1.2,3,1.3,15,1.9,7,0.8,10,,,,,9,46,38.5,Tucson,2,32.1541,-110.8787
2016,85,Irving,4.1,8,5%,5,57%,17,$59,6,1.2,3,0.9,9,3.3,13,0.9,11,,,,,9,45,37.5,Irving,1.5,32.8583,-96.9702
2016,85,Memphis,10,19,5%,4,41%,9,$53,5,2.9,11,0.5,4,1.8,6,0.9,12,,,,,8,45,37.5,Memphis,1.5,35.1087,-89.9663
2016,87,Lubbock,9.7,19,3%,2,53%,15,$45,4,1.1,2,0,0,2.5,9,0.4,5,,,,,4,44,36.5,Lubbock,1.5,33.5657,-101.8879
2016,88,Baton,4.3,8,3%,2,50%,13,$49,5,5.1,20,0.9,9,2.9,11,2.9,20,,,,,15,43,36,Baton Rouge,1.5,30.442,-91.1311
2016,89,Jacksonville,5.7,11,14%,15,32%,3,$32,3,1.9,6,0.4,3,3.4,13,1.4,18,,,,,10,42,35,Jacksonville,1.5,30.3322,-81.6749
2016,89,Oklahoma,6.7,13,7%,7,42%,9,$54,6,2,7,0.5,5,1.8,6,0.8,10,,,,,7,42,35,Oklahoma City,1.5,35.4676,-97.5136
2016,91,Hialeah,5.1,10,1%,1,62%,20,$34,3,3.1,12,0,0,0.5,1,1.1,14,,,,,7,41,34,Hialeah,1.5,25.8696,-80.3045
2016,91,Mesa,2.6,5,3%,2,64%,21,$70,8,2.6,10,0.4,4,1.4,4,0.2,2,,,,,5,41,34,Mesa,1.5,33.4015,-111.7178
2016,93,Louisville,7.7,15,7%,7,34%,4,$55,6,2.3,8,0.9,10,2.5,9,0.4,5,,,,,8,40,33.5,Louisville,1.5,38.1663,-85.6485
2016,93,Winston-Salem,9.8,19,4%,4,35%,5,$44,4,1.3,3,0.4,4,1.9,7,1.4,18,,,,,8,40,33.5,Winston-Salem,1.5,36.1029,-80.261
2016,95,Charlotte,15.9,20,6%,6,27%,1,$44,4,1.1,2,0.6,6,1.9,7,0.5,6,,,,,5,36,30,Charlotte,1,35.2083,-80.8303
2016,95,Indianapolis,9.9,19,5%,5,32%,4,$26,2,2.3,8,0.5,5,1.5,5,0.5,7,,,,,6,36,30,Indianapolis,1,39.7771,-86.1458
2016,97,Fresno,5,9,3%,2,54%,15,$33,3,0.8,1,1.2,13,1.3,4,0.3,4,,,,,6,35,29,Fresno,1,36.783,-119.7939
2016,98,Fort,3.9,7,3%,3,42%,9,$70,8,1.7,5,0.8,8,2.2,8,0.4,5,,,,,7,34,28.5,Fort Wayne,1,32.7817,-97.3474
2015,1,Minneapolis,6.8,13,14.90%,16,95%,38,$224,20,1.7,5,1.7,20,2.8,11,2.5,20,,,,,56,14,84,,5,44.9635,-93.2678
2015,1,St.,3.7,7,15.30%,16,96%,40,$210,20,4.1,17,1.4,18,3.9,16,1.8,20,,,,,71,18,84,,5,38.6359,-90.2451
2015,3,Washington,0.8,1,21.90%,20,97%,40,$343,20,4,16,1.7,20,1.8,6,2.3,20,,,,,62,16,81,,5,38.9047,-77.0163
2015,4,San,1.9,3,19.00%,20,99%,40,$229,20,1.9,6,3.5,20,1.6,4,0.6,8,,,,,38,10,77.5,,4.5,37.7558,-122.4449
2015,5,New,1.1,2,20.80%,20,97%,40,$172,20,3.5,14,1.6,20,2,6,0.1,1,,,,,41,10,76.5,,4.5,40.6943,-73.9249
2015,5,Portland,4.6,9,17.70%,19,85%,34,$145,17,3.8,15,5.4,20,2.1,7,0.6,8,,,,,50,13,76.5,,4.5,45.5371,-122.65
2015,7,Cincinnati,4.5,9,15.40%,16,71%,26,$203,20,5.2,20,1.3,17,5.1,20,2.4,20,,,,,77,19,75,,4.5,39.1413,-84.506
2015,8,Boston,1.7,3,16.90%,18,98%,40,$118,13,3.7,15,0.8,10,3.1,12,1,13,,,,,50,13,72.5,,4,42.3188,-71.0852
2015,9,San,6.8,13,23.50%,20,77%,30,$108,12,2.8,11,1.1,14,1.9,6,1,13,,,,,44,11,71.5,,4,37.7558,-122.4449
2015,9,Seattle,2.4,4,12.40%,13,93%,38,$265,20,1.9,6,2.1,20,2.3,8,0.8,11,,,,,45,11,71.5,,4,47.6211,-122.3244
2015,11,Oakland,2.5,4,18.30%,20,85%,34,$144,17,2.7,10,0.7,9,1.8,6,1.2,16,,,,,41,10,71,,4,37.7904,-122.2166
2015,12,Chicago,2.2,4,9.10%,9,92%,38,$167,20,2.9,11,0.8,10,2.4,9,1.8,20,,,,,50,13,70,,4,41.8375,-87.6866
2015,13,Albuquerque,4.3,8,23.70%,20,82%,32,$68,7,2.2,8,2.2,20,2.6,10,1.1,15,,,,,53,13,66.5,,4,35.1054,-106.6465
2015,13,Aurora,7.9,15,10.50%,10,86%,34,$127,14,1.9,6,0.9,11,2.3,8,0.3,3,,,,,28,7,66.5,,4,39.7083,-104.7237
2015,13,Sacramento,5.8,11,8.20%,7,78%,30,$147,17,2.7,10,2.1,20,3.9,16,1,14,,,,,60,15,66.5,,4,38.5677,-121.4685
2015,16,Denver,6.1,12,7.90%,7,86%,34,$117,13,1.6,5,1.7,20,3.8,15,0.9,13,,,,,53,13,66,,4,39.762,-104.8758
2015,17,Plano,13.3,20,9.20%,9,74%,28,$125,14,1.8,6,0.4,4,2.6,9,0.4,4,,,,,23,6,64,,3.5,33.0502,-96.7486
2015,18,Long,3,5,10.10%,10,80%,32,$162,19,1.6,5,1.3,16,1.2,2,1.1,15,,,,,38,10,63.5,,3.5,33.7977,-118.167
2015,19,Henderson,7.8,15,10.70%,10,50%,16,$191,20,7.5,20,4.1,20,2.5,9,0.6,8,,,,,57,14,62.5,,3.5,36.0133,-115.0381
2015,19,Omaha,7,14,13.40%,14,78%,30,$74,7,1.9,6,0.5,5,4.3,18,0.7,9,,,,,38,10,62.5,,3.5,41.2627,-96.0529
2015,19,Philadelphia,3.6,7,13.00%,13,93%,38,$61,6,4.1,17,0.3,3,1.6,5,2.1,20,,,,,45,11,62.5,,3.5,40.0077,-75.1339
2015,22,Honolulu,2.3,4,33.00%,20,84%,34,$46,4,3.9,16,0.6,7,1.3,3,1.9,20,,,,,46,12,61.5,,3.5,21.3294,-157.846
2015,22,Milwaukee,4.6,9,8.80%,8,88%,36,$86,9,4.6,19,0.5,6,2.6,9,0.9,12,,,,,46,12,61.5,,3.5,43.0642,-87.9675
2015,24,Anchorage,4.4,8,84.60%,20,71%,26,$74,8,2.7,10,2,20,2.8,10,0.3,3,,,,,43,11,61,,3.5,61.1508,-149.1091
2015,24,Lincoln,6.5,13,5.80%,5,86%,34,$89,10,2,7,0.7,9,4.7,20,0.5,6,,,,,42,11,61,,3.5,40.8099,-96.6784
2015,24,Pittsburgh,1.7,3,9.80%,9,84%,34,$82,9,3.5,14,2,20,4.2,18,1.6,20,,,,,72,18,61,,3.5,40.4397,-79.9763
2015,24,Raleigh,4.4,8,14.20%,15,54%,18,$157,18,5.5,20,0.7,8,2.2,8,1.7,20,,,,,56,14,61,,3.5,35.8324,-78.6429
2015,24,Virginia,4.1,8,15.60%,16,58%,20,$157,18,3.4,14,0.7,8,4.1,17,0.3,3,,,,,42,11,61,,3.5,36.7335,-76.0435
2015,29,Kansas,11.6,20,9.10%,9,65%,24,$116,13,1.6,5,0.6,8,2.2,7,0.4,5,,,,,25,6,60,,3.5,39.1238,-94.5541
2015,29,San,3.9,7,14.30%,15,71%,26,$128,14,1.5,4,0.9,11,2.6,9,1.1,15,,,,,39,10,60,,3.5,37.7558,-122.4449
2015,31,Austin,10.1,20,14.50%,15,48%,16,$83,9,1.7,6,1.4,18,1.2,3,0.6,7,,,,,34,9,57.5,,3,30.3005,-97.7522
2015,31,Jersey,0.6,1,17.90%,19,91%,36,$24,1,2.6,10,2.3,20,1.4,3,1,14,,,,,47,12,57.5,,3,40.7184,-74.0686
2015,31,New,1.8,3,25.30%,20,76%,30,$84,9,1.7,5,0.5,6,2.6,9,0.5,7,,,,,27,7,57.5,,3,40.6943,-73.9249
2015,34,Tampa,4.6,9,6.90%,6,60%,22,$127,14,4.9,20,2.8,20,2.3,8,1.8,20,,,,,68,17,56.5,,3,27.9945,-82.4447
2015,35,Las,7.8,15,3.50%,2,58%,20,$163,19,0.9,1,3.6,20,3,12,0.8,10,,,,,43,11,56,,3,36.2333,-115.2654
2015,35,St.,1.4,2,9.40%,9,86%,34,$101,11,2,7,1.6,20,2.4,8,0.6,8,,,,,43,11,56,,3,38.6359,-90.2451
2015,37,Phoenix,14.4,20,15.00%,16,45%,14,$98,11,0.9,2,0.4,4,1.7,5,0.5,7,,,,,18,5,55,,3,33.5722,-112.0892
2015,38,Cleveland,3.6,7,6.40%,5,79%,30,$91,10,5.9,20,0.5,6,2.9,11,1.1,16,,,,,53,13,54,,3,41.4764,-81.6805
2015,38,Colorado,6.6,13,9.30%,9,70%,26,$51,5,2.9,11,1.8,20,3.1,12,0.3,3,,,,,46,12,54,,3,38.8674,-104.7605
2015,40,Baltimore,0.8,1,9.60%,9,85%,34,$62,6,1.6,5,0.3,3,3.2,13,1.3,19,,,,,40,10,50,,2.5,39.3051,-76.6144
2015,40,Buffalo,1.1,2,7.50%,7,85%,34,$56,5,5.8,20,0.8,10,2.4,8,0.7,9,,,,,47,12,50,,2.5,42.9018,-78.8487
2015,40,Miami,1.9,3,6.30%,5,78%,30,$91,10,3.4,14,0.7,9,1.4,4,1.5,20,,,,,47,12,50,,2.5,25.784,-80.2101
2015,40,Riverside,12.7,20,7.30%,6,46%,14,$88,9,2.5,9,1.3,16,1.4,4,1.1,16,,,,,45,11,50,,2.5,33.9381,-117.3949
2015,40,Dallas,7.2,14,12.60%,13,58%,20,$62,6,2.6,10,0.4,4,1.7,5,0.7,9,,,,,28,7,50,,2.5,32.7935,-96.7667
2015,45,Corpus,3.3,6,8.00%,7,72%,28,$59,6,2.8,11,0,0,4.5,19,0.9,12,,,,,42,11,48.5,,2.5,27.7254,-97.3767
2015,45,Greensboro,4.7,9,9.10%,9,60%,22,$72,7,2.3,8,0.7,9,3.7,15,0.9,12,,,,,44,11,48.5,,2.5,36.0956,-79.8271
2015,45,Tulsa,9.7,19,7.60%,7,56%,20,$43,4,2.2,8,0.5,6,2.8,11,0.7,8,,,,,33,8,48.5,,2.5,36.1283,-95.9042
2015,48,Arlington,14.1,20,7.70%,7,55%,18,$86,9,0.7,1,0.3,3,1.3,3,0.3,3,,,,,10,3,47.5,,2.5,32.6998,-97.125
2015,48,Atlanta,3.1,6,6.10%,5,66%,24,$98,11,2.9,11,0.4,4,2.5,9,1.5,20,,,,,44,11,47.5,,2.5,33.7628,-84.422
2015,50,Bakersfield,9.4,18,5.90%,5,42%,12,$96,10,2,7,1.9,20,3,12,0.4,5,,,,,44,11,46.5,,2.5,35.3529,-119.0359
2015,51,Anaheim,8.7,17,7.50%,7,61%,22,$65,6,1.4,4,0.3,3,1.4,3,0.2,2,,,,,12,3,46,,2.5,33.839,-117.8574
2015,51,Lexington,11.1,20,2.40%,1,51%,16,$74,7,4,17,1.3,17,2.1,7,0.3,3,,,,,44,11,46,,2.5,38.0423,-84.4587
